rva	sub	name	lane	size	n_callees	n_blocking	blocking	arg_hint	n_callers_c2plus	notes
005be940	audio	FUN_005be940	state-runnable-now	70	2	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00409a80	gameplay	FUN_00409a80	state-runnable-now	71	4	0		-	0	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
004b4ad0	render	FUN_004b4ad0	state-runnable-now	71	1	0		stack,eax-deref	1	4-dword stack copy (count=3) wrapper for FUN_004b4a80; passes param_4 from caller | batch-render-3-s3 plate at re/analysis/render_3_c1_to_c2_s3/FUN_004b4ad0.md
004cd500	render	FUN_004cd500	state-runnable-now	71	0	0		stack,ecx-this,eax-deref	0	Im3D pipeline set/reset: if p1!=0 store at DAT_00911d00+base; else restore from +0x1c offset; 2 callers; U-5108 | batch-render-5-s1 plate at re/analysis/render_
005ab2f0	audio	FUN_005ab2f0	state-runnable-now	71	1	0		stack,eax-deref	0	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
005aefc0	audio	FUN_005aefc0	state-runnable-now	71	1	0		stack,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
005be0f0	audio	FUN_005be0f0	state-runnable-now	71	1	0		stack,eax-deref	1	vtable-install object constructor (0x47 bytes); FUN_005bf610 alloc; vtable PTR_FUN_00635850; self-ref sentinel; callee of FUN_005bc470; S-3686 U-3680 U-3681; au
0041ad60	render	FUN_0041ad60	state-runnable-now	72	3	0		stack	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
00432450	frontend	FUN_00432450	state-runnable-now	72	2	0		-	0	batch_z s6 HUD/frontend/race-state core (HUD-glyph emitter + per-player score aggregation + menu input + copter asset loader + race state machine + screen-dim f
004d7200	render	FUN_004d7200	state-runnable-now	72	0	0		stack,eax-deref	0	cached dirty-queue render-state setter opcode 0x34; stores raw param_1 to DAT_007d5998 (no table lookup); dirty flag DAT_007d599c; cache DAT_007d6af0; 1 caller 
004d7390	render	FUN_004d7390	state-runnable-now	72	0	0		stack,eax-deref	0	cached dirty-queue render-state setter opcode 0x39; stores raw param_1 to DAT_007d59c0 (no table lookup); dirty flag DAT_007d59c4; cache DAT_007d6b04; 1 caller 
004d73e0	render	FUN_004d73e0	state-runnable-now	72	0	0		stack,eax-deref	0	cached dirty-queue render-state setter opcode 0x3a; stores raw param_1 to DAT_007d59c8 (overlapping sym); dirty flag DAT_007d59cc; cache DAT_007d6b08; 1 caller 
004d7430	render	FUN_004d7430	state-runnable-now	72	0	0		stack,eax-deref	0	render-state dirty-flag setter; tests param_1 vs DAT_007d6b0c; writes DAT_007d59d0; queues byte 0x3b via dirty-state queue DAT_007d5168[DAT_007d6c14]; 1 caller 
004d8680	render	RwStricmp	state-runnable-now	72	0	0		stack	0	canonical stricmp; null-guard; fold uppercase +0x20; stored at vtable+0xf0; prior: bucket_004d7ac0/0x004d8680.md
00418de0	vehicle	FUN_00418de0	state-runnable-now	73	2	0		eax-deref	2	72b spectator-slot additional init; EAX='this'; zeroes +0x44/48/50/54/58/5c; FUN_00413c70(EAX+0x4c,2,0); FUN_004661a0(0x14,0..3); U-3609..U-3611; C2 plate: re/a
004262f0	render	FUN_004262f0	state-runnable-now	73	4	0		eax-deref	1	record processor: loops DAT_00644370 entries at 0x40-stride DAT_00646c38; FUN_00425bf0+FUN_00425c00+FUN_00425b70+FUN_004952f0; 1 caller FUN_00426e10 [merged-fro
00556d20	hud	FontSys_InitBuffers	state-runnable-now	73	1	0		eax-deref	1	72B: vtable+0x108(0x2400,0x40190)→DAT_00912a04; thunk_004cc820(0x78,…,0x401a2)→DAT_00912a00; returns 1; U-5679 U-5680 U-5681 S-4359; batch-ae-s5
005bf8a0	audio	FUN_005bf8a0	state-runnable-now	73	1	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00462f50	audio	FUN_00462f50	state-runnable-now	74	3	0		stack,eax-deref	0	5-state hysteresis SFX; game state guard FUN_0040e350==5; float threshold DAT_005cd238/cd234/cd230; ch DAT_00605478 (state 3) / DAT_00604f44 (state 1); U-1076 |
004661a0	audio	FUN_004661a0	state-runnable-now	74	3	0		stack,ecx-this,eax-deref	3	per-entity slot-stop; game_state==3; ch = DAT_00604570[p1*0x25]+p2; if playing: vol=0 + FUN_005a66d0(ch 0); U-1091 | C1->C2 batch_ah sweep-20260602-0245
004d84e0	render	RwResourcesEmptyArena_PopSlot	state-runnable-now	74	0	0		stack,ecx-this,eax-deref	0	read+reset 2-dword slot at DAT_007d6c5c+DAT_007d3ff8; writes 0+0x80000000; no callers seen; U-5375; prior: bucket_004d7ac0/0x004d84e0.md
005bc640	audio	FUN_005bc640	state-runnable-now	74	2	0		stack,ecx-this,eax-deref	2	COM audio device teardown: Release x2; vtable+0x40; FUN_005be160 x2; FUN_005bc450; clears S-1373 D-4013 | C1->C2 batch_ai sweep-20260602-0347
00484060	vehicle	FUN_00484060	state-runnable-now	75	1	0		stack,eax-deref	0	 free joint slot: guards pool[4] DAT_006ce81c/82c; calls FUN_00483fa0; zeros slot; 0 callers | C1->C2 batch_ak sweep-20260603-0116
0049cc80	particle	FUN_0049cc80	state-runnable-now	75	1	0		stack	1	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
004dfb10	render	FUN_004dfb10	state-runnable-now	75	0	0		stack,eax-deref	0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-d
005ae330	audio	FUN_005ae330	state-runnable-now	75	2	0		stack,ecx-this,eax-deref	4	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
0041ebb0	render	FUN_0041ebb0	state-runnable-now	76	2	0		-	1	FUN_00476df0×2 + RW-state-8-off + FUN_004770a0×2 + RW-state-8-on; S-3130; track_node/render_frame_d4
0055c4f0	vehicle	PhysicsBodySetFriction	state-runnable-now	76	1	0		stack,eax-deref	9	recursive compound setter; type8=recurse on children stride 0x60; else body+0x50=friction scalar; called with 0.45f; C2 plate: re/analysis/promote_c2_vehicle_dy
005a89d0	audio	FUN_005a89d0	state-runnable-now	76	1	0		stack,eax-deref	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
004657b0	util	FUN_004657b0	state-runnable-now	77	1	0		ecx-this,eax-deref	1	6-entity per-frame audio/effect tick; state 6=active(FUN_0045da90) 3=cleanup(FUN_0045c850); sets DAT_006036cc=0.65f/1.0f; U-3485
0047aa50	track	FUN_0047aa50	state-runnable-now	77	2	0		stack,ecx-this,eax-deref	0	Lua C handler: filename group base 0x91 counter DAT_006bf1cc+0x1d4; 77b; track_collision_geometry_s14
0048a490	particle	FUN_0048a490	state-runnable-now	77	3	0		stack,eax-deref	2	batch-ac-s3: C1->C2 mechanical; U-3974; S-4044..S-4046
00496490	boot	sub_00496490	state-runnable-now	77	2	0		stack	1	"WM_CREATE handler: FsopenSafe(""mashed.log"") -> DAT_00772fbc; time-struct fill + asctime + sprintf; ConfigLogError(19-char date header); returns 1 or 0; S-0640/6"
005b0970	audio	FUN_005b0970	state-runnable-now	77	1	0		stack,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
005b3620	audio	FUN_005b3620	state-runnable-now	77	1	0		stack,eax-deref	2	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
0041af00	render	FUN_0041af00	state-runnable-now	78	1	0		ecx-this,eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
00494b65	render	FUN_00494b65	state-runnable-now	78	0	0		-	0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain parti
0049ef10	particle	FUN_0049ef10	state-runnable-now	78	1	0		stack,ecx-this,eax-deref	0	U-4155 S-4277; returns E_POINTER(0x80004003) if param_2==NULL; copies +0x30 buf (0x80 units) via FUN_004a11c0; stores +0x34 at param_2+0x80; vtable[+4] AddRef c
004d7250	render	FUN_004d7250	state-runnable-now	78	0	0		stack,ecx-this,eax-deref	0	cached dirty-queue render-state setter opcode 0x35; reads table 0x005d8d28 stride 4 into DAT_007d59a0; dirty flag DAT_007d59a4; cache DAT_007d6af4; 1 caller FUN
004d72a0	render	FUN_004d72a0	state-runnable-now	78	0	0		stack,ecx-this,eax-deref	0	cached dirty-queue render-state setter opcode 0x36; reads table 0x005d8d28 stride 4 into DAT_007d59a8; dirty flag DAT_007d59ac; cache DAT_007d6af8; 1 caller FUN
004d72f0	render	FUN_004d72f0	state-runnable-now	78	0	0		stack,ecx-this,eax-deref	0	cached dirty-queue render-state setter opcode 0x37; reads table 0x005d8d28 stride 4 into DAT_007d59b0; dirty flag DAT_007d59b4; cache DAT_007d6afc; 1 caller FUN
004d7340	render	FUN_004d7340	state-runnable-now	78	0	0		stack,ecx-this,eax-deref	0	cached dirty-queue render-state setter opcode 0x38; reads table 0x005d8d4c stride 4 into DAT_007d59b8; dirty flag DAT_007d59bc; cache DAT_007d6b00; 1 caller FUN
004d7bc0	render	FUN_004d7bc0	state-runnable-now	78	0	0		stack,ecx-this,eax-deref	0	texture filter-mode setter; lookup DAT_005d8c48[param_1*4]→DAT_007d5840; queues byte 9; guard DAT_007d6b2c; 1 caller FUN_004d7480 case 7; leaf; U-5353 | batch-r
004d7c10	render	FUN_004d7c10	state-runnable-now	78	0	0		stack,ecx-this,eax-deref	0	texture address-mode setter; lookup DAT_005d8d18[param_1*4]→DAT_007d58a8; queues byte 0x16; guard DAT_007d6b18; 1 caller FUN_004d7480 case 0x14; leaf; U-5354 | 
005a7560	audio	FUN_005a7560	state-runnable-now	78	2	0		stack	1	optional dequeue via FUN_005a7460; calls FUN_005a75b0 to recompute priority+insert; sets node+0x10=1 bit1@+0xC; DAT_007dca40++ DAT_007dca3c++; U-3686; resolves 
00404650	render	FUN_00404650	state-runnable-now	79	3	0		eax-deref	1	"promoted_from=re/analysis/c0_promotion_render_a/0x00404650.md; ""triple guard DAT_007f0fd0==10 && DAT_00636c00!=0 && DAT_005d757c<DAT_007f0fe4; FUN_0041f290(0,0x"
00455100	render	FUN_00455100	state-runnable-now	79	1	0		stack,eax-deref	0	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_am sw
004625b0	audio	FUN_004625b0	state-runnable-now	79	1	0		stack,eax-deref	1	Localized pcdics path builder; 3 bufs at DAT_00690158 stride 0x80; lang switch 0=english 3=spanish 4=italian; U-2490 | C1->C2 batch_ah sweep-20260602-0245
00475e50	render	FUN_00475e50	state-runnable-now	79	1	0		ecx-this,eax-deref	2	RS8=0/1 bracket; 5 fixed FUN_004770a0 calls at DAT_00691618/2418/1658/2458/2498
00486220	particle	FUN_00486220	state-runnable-now	79	1	0		stack,eax-deref	1	batch-ac-s1: particle slot draw-flush; vtable(DAT_007d3ff8+0x20)(8 0); loop FUN_00489910(*slot) stride 0x8f; vtable(8 1); DAT_006fe704..DAT_006fde14
004c2f60	render	FUN_004c2f60	state-runnable-now	79	2	0		eax-deref	1	engine-stop: dispatcher cmds 0x12+0x03 (driver-system @+0x10) + FUN_004d8060(&DAT_00617fe0); state field +0x124:=2 on cmd-3 success; sole caller FUN_004938c0; S
004d3090	render	rwD3D8RasterDestroy	state-runnable-now	79	2	0		stack,eax-deref	1	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; destroys D3D8 raster; clears texture slots 0-7; frees palette stage; removes from pending list DAT_007d46e0
005b6710	audio	FUN_005b6710	state-runnable-now	79	2	0		stack,eax-deref	0	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
005bf610	audio	FUN_005bf610	state-runnable-now	79	3	0		stack	7	alloc+init ctor: FUN_005aea00(param_2,0x30800) if null; vtable=PTR_FUN_00635a28 at *param_1; own-flag at [2]; FUN_005bf660+FUN_005bf670 init; callee of FUN_005b
00405730	gameplay	FUN_00405730	state-runnable-now	80	1	0		stack,eax-deref	0	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
004220d0	render	FUN_004220d0	state-runnable-now	80	2	0		stack	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
00463640	audio	FUN_00463640	state-runnable-now	80	3	0		stack	0	per-vehicle engine RPM state machine (states 0-4: normal/upshift/downshift/coast/airborne); sinusoidal vol vs freq; rate-limiter; gear tables DAT_006130xx; seco
0048d0f0	particle	FUN_0048d0f0	state-runnable-now	80	0	0		ecx-this,eax-deref	0	batch-ac-s5: age-advance leaf; __fastcall+EAX; +0x2c age +0x30 norm +0x38 flag; U-4004..U-4006
0049dcb0	particle	FUN_0049dcb0	state-runnable-now	80	2	0		stack,ecx-this,eax-deref	0	batch_ad s3 C1->C2; vtable[0] QueryInterface + notify 0x15 + Release tail FUN_0049ef60
004d8300	render	FUN_004d8300	state-runnable-now	80	1	0		stack,eax-deref	2	RW frame child-sync no matrix-combine; recursive walk via param_1+0x9c/+0x98; sync hooks only; clears bit 0xf7; 2 callers FUN_004d80d0+self; U-5363 | batch-rend
005ad980	audio	FUN_005ad980	state-runnable-now	80	1	0		stack,eax-deref	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
004570a0	gameplay	FUN_004570a0	state-runnable-now	81	1	0		stack,ecx-this,eax-deref	1	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_an sw
00459560	util	FUN_00459560	state-runnable-now	81	2	0		ecx-this	0	init 4-entry table DAT_0068b9fc stride 0x58; clears fields sets -1 sentinels; FUN_00474d60+FUN_004b5320 on sub-handle; D-10342-fill
0045a130	gameplay	FUN_0045a130	state-runnable-now	81	2	0		eax-deref	1	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_an sw
00475d30	render	FUN_00475d30	state-runnable-now	81	1	0		eax-deref	2	RS8=0/1 bracket; loop DAT_0069160c batches from DAT_00691608 stride 0x40 via FUN_004770a0
004950b0	util	FUN_004950b0	state-runnable-now	81	2	0		stack	7	QPC*3000000/QPF-freq; absolute-time-in-3MHz-units; direct callee of 0x00492e90; U-0668 U-0669 S-0660 S-0661; C1->C2 ma1-ghidra-s5; C3 hot-path-behavioral-implic
004dfb60	render	FUN_004dfb60	state-runnable-now	81	0	0		stack,eax-deref	0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-d
004532f0	gameplay	FUN_004532f0	state-runnable-now	82	1	0		stack,ecx-this,eax-deref	0	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_am sw
004cc580	render	FUN_004cc580	state-runnable-now	82	1	0		stack,eax-deref	7	RW stream write 12b header: packs param_4/param_5 into bit-field local_4; calls FUN_004cbe80; 13 callers; U-5100 | batch-render-5-s1 plate at re/analysis/render
005aa060	audio	FUN_005aa060	state-runnable-now	82	1	0		stack,ecx-this,eax-deref	4	saves 16B from *param_2; FUN_005aa0c0(param_1 &param_2 LAB_005aa1e0 &local_10 1); stores result in *param_3; S-0984; D-2864; U-1727 | C1->C2 batch_ah sweep-2026
00420230	track	FUN_00420230	state-runnable-now	83	1	0		stack,ecx-this,eax-deref	1	"Vehicle piz path builder: ""toastart/vehicles/""+name+suffix → DAT_0063d7f0; no explicit param (reads FUN_0041f330) | C1->C2 batch_aj sweep-20260602-1945"
00421100	render	FUN_00421100	state-runnable-now	83	1	0		ecx-this,fpu	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
00441700	util	Camera::SetupFOV	state-runnable-now	83	1	0		stack,eax-deref,fpu	4	local_8=(+0x6c*+0x58/+0x24)*DAT_005cc950; local_4=DAT_005cc950*(+0x70*+0x58); if DAT_007f1a50 drop scale; FUN_004c1c80(*(+0x84) &local_8); FOV/aspect setup; D-6
00498b60	render	FUN_00498b60	state-runnable-now	83	1	0		stack,eax-deref	2	frees pointer-array at DAT_00773408 (DAT_00773410 elements) then frees DAT_00773408+DAT_007731f8+DAT_007731fc; _free callee 0x004a460d confirmed; failure-path t
00557250	hud	FontSys_InitDataPools	state-runnable-now	83	1	0		-	1	C1->C2 batch-ae-s6: thunk_004cc820(8,DAT_00623f78,4,DAT_00623f7c,&DAT_007dc864,0x40190)→DAT_00912a34; thunk(0x14,DAT_00623f70,4,DAT_00623f74,&DAT_007dc840,0x401
0046d510	ai	FUN_0046d510	state-runnable-now	84	1	0		stack,eax-deref	13	vehicle velocity getter: transforms +0xac float3 via matrix DAT_00614708 using FUN_004c3df0; returns world-space velocity 3-vector [merged-from-dup: 83B; FUN_00
004952f0	util	ClosePizFile	state-runnable-now	84	5	0		stack	10	FUN_004952f0; logs Closing piz file %s; calls thunk_FUN_004b67a0; see re/analysis/piz_fsmanager_handler/REPORT.md
004d4250	render	FUN_004d4250	state-runnable-now	84	2	0		stack,eax-deref	0	Top-down bump allocator: DAT_007d4714(0x7d4714) -= align4(param_1); fail if < DAT_007d4718(0x7d4718); returns new top; pipeline scratch arena; 3 callers in geom
004dab70	render	FUN_004dab70	state-runnable-now	84	1	0		stack	2	rw-palette-quantizer recursive tree-free; 16 children at +0x1c; vtable+0x11c free per node; arena at +0x4004
0045d080	gameplay	FUN_0045d080	state-runnable-now	85	2	0		ecx-this,eax-deref	1	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_an sweep-20260603-1259
00471490	gameplay	FUN_00471490	state-runnable-now	85	0	0		stack,eax-deref	0	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
0049d270	util	FUN_0049d270	state-runnable-now	85	1	0		ecx-this,eax-deref	0	fastcall; (timeGetTime-param_1[0xfc])*10000 EMA into param_1[0xf4]; raw into param_1[0xf8]; calls FUN_0049d1d0; S-0662; U-0679 U-0680
0040cda0	gameplay	FUN_0040cda0	state-runnable-now	86	3	0		stack	0	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
00412890	boot	FUN_00412890	state-runnable-now	86	1	0		ecx-this,eax-deref	0	"fills short[] index buffer DAT_0089d4a2..0x8a94a2 (stride 6 shorts; pattern sVar3*4+{0 1 3 0 2 3}); FUN_0040bb30(""headlight"")→DAT_0063bc54"
0045a530	gameplay	FUN_0045a530	state-runnable-now	86	1	0		stack,eax-deref	1	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_an sweep-20260603-1259 [boun
0045b930	boot	FUN_0045b930	state-runnable-now	86	6	0		ecx-this	1	C1->C2 skeleton-prep-s4; 85B: 5 sequential shutdowns + fn-ptr table dispatch (DAT_005f9bd8 entries stride 0x40) + FUN_004c5930(DAT_0068d4e0); S-3947..S-3952; U-
004852e0	smplfzx	FUN_004852e0	state-runnable-now	86	3	0		-	1	cluster_0048_first_pass batch_u-s4; SmplFzx retire-implementation (logs SmplFzx Retiring); in_EAX-passed object; uses FUN_00485b30+FUN_00485bf0 | C1->C2 batch_a
00498e40	render	FUN_00498e40	state-runnable-now	86	0	0		ecx-this	0	default mode finder: first mode >=640x480 with non-zero flags; returns index; S-0206 S-0823 | batch-render-3-s1 plate at re/analysis/render_3_c1_to_c2_s1/FUN_00
004cdd00	render	FUN_004cdd00	state-runnable-now	86	1	0		stack,ecx-this,eax-deref	10	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-rende
004dfab0	render	FUN_004dfab0	state-runnable-now	86	0	0		stack,eax-deref	0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-d
005a6710	audio	FUN_005a6710	state-runnable-now	86	1	0		stack,ecx-this,eax-deref	4	Virtual voice SFX entry binder; p1=voice node p2=entry; sets +0x50=entry; copies freq +0x3c from entry+0x2c if +0x84==0; sends control-code 9; U-2492 | C1->C2 b
005bbac0	audio	FUN_005bbac0	state-runnable-now	86	2	0		stack,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00401630	track	FUN_00401630	state-runnable-now	87	3	0		stack	1	" LoadMapModel(idx): formats ""map_%d.dff"" and calls FUN_004b3bf0 | C1->C2 batch_aj sweep-20260602-1945"
00411350	vehicle	Replay::TimeFormat	state-runnable-now	87	1	0		stack,ecx-this,eax-deref,fpu	4	c3-batch-j-s3 REFUSED-promote: implicit-ST0 FPU input arg (param_1 raw_ticks pushed as float; decompiler `extraout_ST0` confirms FPU read); current diff_templat
0042c220	util	FUN_0042c220	state-runnable-now	87	2	0		stack,eax-deref	2	per-slot controller check; S-0493 S-0494; U-0504; skeleton_prep_s3
004516d0	render	FUN_004516d0	state-runnable-now	87	1	0		stack,ecx-this	0	86B atomic-slot store dispatcher: switch(*param_2 0..2) -> store param_1 at param_2[1]+{4,8,0xc}; default logs No such atomic via FUN_004987b0; increments curso
004b5260	render	FUN_004b5260	state-runnable-now	87	2	0		stack,ecx-this	4	batch_x s2 game viewport/raster/Im2D helpers (mixed bucket; non-Lua/non-CRT plates); matches batch_w s2 render style | batch-render-3-s4 plate at re/analysis/re
004b6710	render	FUN_004b6710	state-runnable-now	87	1	0		-	1	piz file open; EAX=path; CreateFileA GENERIC_READ OPEN_EXISTING FILE_FLAG_OVERLAPPED|NO_BUFFERING; alt stdio FUN_004a4541; handle→DAT_007d3e48 | batch-render-3-
004cdca0	render	FUN_004cdca0	state-runnable-now	87	1	0		stack,ecx-this,eax-deref	9	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-rende
005a5f00	audio	FUN_005a5f00	state-runnable-now	87	2	0		stack	1	RWS audio engine creator: FUN_005a6190(0x10); stores params at DAT_007dc954/960; FUN_005a5f60 vtable-init; sets DAT_007dc94c=1 on success; D-7389 | C1->C2 batch
005bba60	audio	FUN_005bba60	state-runnable-now	87	2	0		stack,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0041f710	gameplay	FUN_0041f710	state-runnable-now	88	1	0		stack,ecx-this,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
004391b0	frontend	FUN_004391b0	state-runnable-now	88	2	0		-	1	4-case sprite-name resolver; returns handle from FUN_0040bb90 ('Star' literal in cases 1/3); previous note 'sprite draw' REFINED to 'sprite-name resolver' | bat
004972b0	input	FUN_004972b0	state-runnable-now	88	4	0		ecx-this	1	88b per-frame joypad axis snapshot + keyboard read; loop slot 0..count call FUN_004957a0(slot 0 &DAT_0077311c+slot*8 0 &DAT_007730d4+slot*4); FUN_004b6520(&DAT_
004b4880	boot	FUN_004b4880	state-runnable-now	88	4	0		stack	2	detach+free +4 child via FUN_004c0740/004c0c20; FUN_004c7650 +0x60/+0x64; FUN_004c1cf0(self); full 3-field destructor
004d83d0	render	RwFrameSyncDirtyChildren	state-runnable-now	88	2	0		stack	2	recursive child-walker; OR flag+bit2 check; LTM update via FUN_004c4600; sibling chain +0x9c; child +0x98; prior: bucket_004d7ac0/0x004d83d0.md
004db550	render	FUN_004db550	state-runnable-now	88	1	0		ecx-this,eax-deref	2	render-d3d9-vb-ib teardown; FUN_004cba80(DAT_007d70ac); vtable+8 Release DAT_007d70a0 (guarded DAT_007d7098); Release DAT_007d70a8; U-1169
00433240	frontend	FUN_00433240	state-runnable-now	89	2	0		stack	2	batch_z s6 HUD/frontend/race-state core (HUD-glyph emitter + per-player score aggregation + menu input + copter asset loader + race state machine + screen-dim f
0048fd70	render	FUN_0048fd70	state-runnable-now	89	1	0		ecx-this,eax-deref	2	depth-3 callee of sub_00410b30; effect pool init: RS(8,0)/6x FUN_004770a0 on DAT_0076d900/940/766978/668f8/766f00/7706d8/RS(8,1) | batch-render-2-s4 plate at re
005be990	audio	FUN_005be990	state-runnable-now	89	3	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00496040	input	FUN_00496040	state-runnable-now	90	2	0		eax-deref	0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain parti
004987b0	input	FUN_004987b0	state-runnable-now	90	2	0		stack	25	89b debug printf wrapper; vsprintf-eq FUN_004a42c5(local_204 fmt &stack0x8)+OutputDebugStringA; /GS cookie DAT_00616038; C1 plate re/analysis/input_dinput/00498
004c5a00	render	FUN_004c5a00	state-runnable-now	90	1	0		stack,ecx-this,eax-deref	2	RwTextureCreate: alloc 0x30006 via vtable+0x118; init raster/dict/name/mask/filterAddressing/refCount; +0x50=filter=1 +0x51=addrUV=0x11 +0x54=1; plugin notify D
004d42b0	render	FUN_004d42b0	state-runnable-now	90	2	0		stack,eax-deref	0	Bottom-up bump allocator: DAT_007d4718(0x7d4718) += align4(param_1); fail if > DAT_007d4714(0x7d4714); returns base of allocation; mirror of FUN_004d4250; 1 cal
004d8b70	render	rwID_RESOURCESMODULE_dtor	state-runnable-now	90	2	0		stack,ecx-this,eax-deref	0	plugin id=0x40b; dtor: drain arena via FUN_004d8eb0; free buffer via vtable+0x10c; DEC DAT_00911adc; LAB_ not FUN_; U-5388 U-5389
